TOKEN	L1	L2
ukubona	1	0
imoto.	1	0

Lachaza	0	0
ikhehla	0	0
lathi	0	0
lishiswa	0	1
yixhala	1	0
loxolo.	1	0

Amahhovisi	0	0
ezifunda	1	0
asezweni	0	0
lonke	0	0
ukuze	0	0
ube	0	0
nokuxhumana	1	0
okulula	0	1
uma	0	0
udinga	1	0
usizo	0	0
namasevisi.﻿	0	0

Ngijube	0	0
ongqongqoshe	1	1
ukuthi	0	0
babhekane	1	0
nezindaba	0	0
ezingakaxazululwa.	0	0

Kumele	0	0
akwazi	0	0
ukuthengisa	1	0
umbono	0	0
agqugquzele	0	1
abantu	0	0
ukuthi	0	0
bawamukele	1	0
bese	0	0
bezibandakanya	0	0
nawo.	0	0

Baba,	0	1
yiwo	0	0
wonke	0	0
loya	0	0
mhlambi	0	0
ogcwele	1	0
lonke	0	0
leliya	0	0
thafa	0	0
elingaphesheya	0	0
kweNtombe?	0	0

Isinqumo	0	0
sethimba	0	1
ngodaba	1	0
olunikwe	0	0
lona	0	0
kufanele	1	0
sibhalwe	0	0
phansi	0	0
bese	0	0
sixuba	0	0
izizathu	0	0
zesinqumo.	1	0

Zoma	0	0
kakhulu	1	0
yinsini	0	0
lapho	0	0
ethi	0	0
uyamdonsa	1	0
umkhulu,	0	1
kuphephuka	0	0
yena	0	0
eyolahleka	0	0
laphaya.	1	0

Nakhu	0	0
ke	0	0
manje	0	0
uZama	0	0
esethola	0	0
incwadi	1	0
evela	0	0
kuyise	0	1
imtshela	0	0
ngoMaKhoza.	0	0

Amaxhama	0	0
okuxhumana	1	1
alolu	0	0
hlobo	1	0
e	0	0
Afrika	0	0
yinto	0	0
esanda	0	0
kuqala	0	0
futhi	0	0
adinga	0	0
ukwesekwa	0	0
kakhulu.	1	0

Hlukanisa	1	0
abafundi	0	0
ngamaqembu	1	0
anabantu	0	0
abangevile	0	1
kwabahlanu.	1	0

Kufuze	0	1
ukuba	0	0
niyabona	1	0
ubutata	0	0
ngezakhiwo	1	0
lapha	0	0
esibhedlela.	1	0

Qikelela	0	0
kakhulu	1	1
ukuthi	0	0
yini	0	0
oyidlayo	0	0
ngokushesha	1	0
nje	0	0
lapho	0	0
sewazi	0	0
ukuthi	0	0
unesifo	0	0
esithile.	1	0

Abazali	0	0
kumele	0	1
banikezwe	1	0
ifomu	0	0
lokubhalisa	1	0
uma	0	0
bezokufaka	0	0
amagama	0	0
wezingane	0	0
zabo	0	0
erejisteni.	1	1

Bakhwela	1	0
bobabili	0	0
baqonda	1	0
ehhotela	0	0
elingaphandle	0	1
kwedolobha.	1	0

Uma	0	0
ingemnandi	0	0
le	1	0
ngxenye	0	0
umfundi	0	0
angafunda	0	0
imigqa	1	0
embalwa	0	1
bese	0	0
eyishiya	0	0
phakathi	0	0
indaba.	0	0

Awuchaze	1	0
laba	0	0
bantu	0	0
ababizwa	0	0
ngongqondongqondo	1	0
abaxake	0	1
uMnguni	0	0
lapha.	0	0

Bazonele	0	0
bangikhokhele	1	0
yonke	0	0
imali	0	0
yawo	0	0
bese	0	0
ngikunika	1	0
insonyama	0	0
engcono	0	1
kakhulu.	0	1

Ungazisungulela	0	0
uphenyo	0	0
lwangasese	0	0
olubhekiswe	1	1
kulowo	0	1
onukubeza	0	0
imvelo	1	0
uma	0	0
engashushiswanga.	1	0

Gcwalisa	0	0
ifomu	1	0
lakho	0	0
ngesandla	0	0
usebenzise	0	0
amagama	1	0
amakhulu	0	1
ufake	0	0
nezizathu	1	0
lapho	0	0
kudingekile.	0	0

Imvume	0	0
yokuchitha	1	0
noma	0	0
ukushintsha	0	0
isinqumo	1	0
sekomidi	0	0
lomkhandlu	1	0
akufanele	0	1
inikezwe	0	0
noma	0	0
ubani.	1	0

La	0	0
maphuzu	0	0
avame	0	0
ukusiza	0	0
ngokuthola	1	0
izinto	0	0
ezihlupha	0	1
kakhulu	0	1
lapho	0	0
imoto	0	0
ifele	0	0
emgwaqeni.	1	0

Khona	0	0
manjalo	0	0
ngabona	1	0
inkosazane	0	0
leyo	0	1
seyiza	0	0
iphethe	0	0
utshwala	1	0
lobo	0	1
engabe	0	0
ngithe	0	0
isilethele	1	0
bona.	0	1

Ngempela	0	0
manje	0	0
sesingasho	1	0
kugcwale	0	1
umlomo	1	0
ukuthi	0	0
impilo	0	0
engcono	0	0
ifikile	1	0
lapha	0	0
eZinqoleni.	0	0

Wayelokhu	0	0
elithi	0	0
jeqe	0	0
iwashi	0	0
lakhe	0	0
elishibhile	0	1
elase	0	0
liphucukile	1	0
umbala	0	0
walo	0	0
osagolide.	1	0

Uma	0	0
kushaywa	0	0
inhlabaluhide	1	1
namanye	0	0
amafulegi	0	0
noma	0	0
nelinye	0	0
ifulegi	1	0
kufanele	0	0
libe	0	0
ngakwesokudla.	1	0

Imantshi	0	1
ingacela	0	0
oyedwa	1	0
wenu	0	0
noma	0	0
nina	0	0
nobabili	0	0
ngencazelo	1	0
yenu	0	0
yezindaba	0	0
ezithile.	1	0

Ohulumeni	0	0
kufanele	1	0
basebenze	0	0
nabanye	0	1
ohulumeni	1	0
emhlabeni	0	0
ukuthi	0	0
balethe	0	0
la	0	0
malungelo	1	0
abalulekile.	0	0

Ukubhala	0	0
imibhalo	1	0
eyethula	0	0
ulwazi	0	0
ebeka	0	0
imibono	1	0
icace	0	1
kuzo	0	0
zonke	0	0
izethameli.	1	0

UHadebe	0	0
wathi	0	0
uzokugwema	1	0
kanjani	0	1
lokho	0	0
okushiwo	0	0
umkakhe	1	0
okumayelana	0	0
nokubuya	0	0
kwendodakazi	1	0
yabo?	0	0

Ngakho,	0	1
senza	0	0
izincomo	1	0
zokwenza	0	0
izinhlelo	1	0
ezingeni	0	0
lesiFunda	0	0
kunokuba	0	0
omasipala	1	0
bahlele	0	0
ngabodwa.	0	0

Samhlala	0	0
ngobhongwana	1	1
samcindezela	0	0
ecansini	1	0
izinsuku	0	0
ngezinsuku.	1	0

UGiyani	0	0
wayejabulela	1	0
ukuzwa	0	0
ukuthi	0	0
uzophathelwa	0	0
ugologo	1	1
waphesheya	0	1
kwezilwandlwe.	1	1

Angiphiki	1	1
ukuthi	0	0
ngake	0	0
ngathandana	1	0
nalo	0	0
mntwana	0	0
kodwa	0	0
hhayi	0	0
ukuthi	0	0
yimina	0	0
engimkhulelisile.	1	0

Nasegalaji	0	1
kwaba	1	0
yiso	0	0
sona	0	0
leso	0	0
kunyelela	1	0
isicabha	0	0
salo,	0	0
yasho	0	0
ngaphakathi	1	0
imoto.	0	0

Abenzi	0	0
zicelo	0	0
abahlala	1	0
ezindaweni	0	0
zasemakhaya	1	0
kumele	0	1
bakhiphe	0	0
incwadi	0	0
evela	0	0
kumholi	1	0
wendabuko.	0	0

Eminye	0	0
yemibuzo	0	0
ozokuyibuzwa	0	0
iphathelene	1	0
nawe	0	0
ngqo	1	1
kanti	0	0
ingakubangela	0	0
amahloni	0	0
kumbe	0	0
ukuxineka.	1	0

Wayesalidonsa	0	0
ihembe	1	0
lakhe	0	0
uZongile	0	0
enganakile	0	0
ngesikhathi	1	0
ezwa	0	0
kuqhuma	0	1
isiqwayi	1	0
ekhanda.	0	0

Ngithathekile	1	0
wuthando	0	1
olungaka	0	1
nokuqonda	1	0
komndeni	0	0
wami	0	0
ochitha	0	0
isikhathi	0	0
eside	0	0
ungangiboni.	1	0

Kuyacaca	0	1
ke	0	1
lapha	0	1
ukuthi	0	0
kusamele	0	0
sigxile	1	0
kakhulu	0	0
ekwandiseni	1	0
amathuba	0	0
omsebenzi	0	0
wentsha.	0	1

Lesi	0	0
sisho	0	0
sichaza	1	0
ngqo	0	1
ukuthi	0	0
ofake	0	0
isimangalo	1	0
ulandela	0	0
indawo	0	0
lapho	0	0
ummangalelwa	1	1
ekhona.	0	0

Izesheli	0	1
zakhe	0	1
eziningi	1	0
wayeseke	0	0
wazibhunyela	0	0
ngomgqomo	1	0
wamanzi	0	0
kwangaba	0	0
ndaba	1	0
zalutho.	0	0

Aqunge	0	0
isibindi	1	0
uMaNgcobo	0	0
abuze	0	0
kumnumzane	1	0
ukuthi	0	0
angeze	0	0
ayimisa	0	0
yini	0	0
imoto	0	0
kebathole	1	0
itiye	0	0
na.	0	1

Wayixoxa	1	1
washiya	0	0
akukhohliwe	1	0
ngoba	0	0
wayengazimisele	1	0
ukumfihlela	0	0
lutho	0	0
uBasolile.	0	0

Okungaphezu	1	0
kwakho	0	0
konke	0	0
yabhoka	0	0
inkemane	1	0
endlini	0	0
njengoba	0	0
ikati	0	1
lase	0	1
lilele	1	1
eziko.	0	1

Empeleni	0	0
yena	0	0
wayebonga	1	0
nakho	0	0
nje	0	0
ukuthi	0	0
ihambe	1	0
yabuya	0	0
le	0	0
ezintabeni	1	0
zakoDlangezwa.	0	1

Phumula	0	0
njalo	0	1
ngemuva	0	0
kwamahora	1	0
amabili	0	0
noma	0	0
amakhilomitha	1	0
angamakhulu	0	0
amabili.	1	0

Selinqunyiwe	0	1
iqhinga	1	0
lokuqhuba	1	0
umsebenzi	0	0
nokusingatha	0	0
izinguquko.	1	0

Khumbula	0	0
ungaqoqa	1	0
ulwazi	0	0
olusemqoka	0	1
ozoqalisa	1	0
ngalo	0	0
bese	0	0
ungezela	0	0
kulo	0	0
ngokuhamba	0	0
konyaka.	0	0

Yayicacisa	1	0
ngokuthi	0	0
kumele	0	0
angalubhadi	0	1
emsebenzini	1	0
kuze	0	0
kuphothulwe	0	0
uphenyo	1	0
lwangaphakathi.	0	0

Bamnxusa	1	1
ukuthi	0	0
aqinisekise	1	0
ukuthi	0	0
ingane	0	0
idla	0	0
ukudla	0	0
okunempilo.	1	0

Ngiyokudedela	1	0
mhla	0	1
washo	0	0
ukuthi	0	0
ikuphi	0	0
ingane	1	0
yakho,	0	0
lanyukunya	0	0
ozankosi	0	0
iphoyisa	1	1
enqulwini.	0	0

Wayefuna	1	0
ukuthi	0	0
loyo	0	0
kube	0	0
ngumcimbi	1	0
wokuvalelisa	0	1
kwakhe	0	1
ukuze	0	0
umngani	1	0
wakhe	0	0
ahlale	0	0
emkhumbula.	0	0

Zilungiselele,	0	1
ukhethe	1	0
olunye	0	0
usuku	0	0
ozoyeka	0	0
ngalo	0	0
bese	0	0
uqhubeka	1	0
wenze	0	0
isiqalo	0	0
esisha	0	0
empilweni.	1	0

Ukudla	0	0
okunesitashi	1	1
kunika	0	0
umzimba	1	0
amandla	0	0
kanye	0	0
nomunye	0	0
umsoco	1	0
ukuze	0	0
usebenze	0	0
kahle.	0	0

Lokhu	0	0
kubeka	0	0
izimayini	1	0
zegolide	0	0
ngaphansi	0	0
kwengcuphe	1	1
enkulu	0	1
uma	0	0
ziqhathaniswa	1	0
nezinye	0	0
izimayini.	0	0

Ithe	0	0
iphuma	0	0
esangweni	1	0
imoto	0	0
yakhe	0	0
kwavele	0	0
kwahlaluka	1	0
ukuthi	0	0
yandulela	0	0
ijubane	1	1
lodwa.	0	1

Okubi	0	0
ukuthi	0	0
umfana	1	1
wami	0	1
wayengekho	0	0
elele	0	0
entombini	1	0
yakhe	0	0
lapho	0	0
ayejwayele	0	0
ukulala	0	0
khona.	0	0

Sahlala	0	0
ke	0	0
sixoxa	1	0
lokhu	0	0
nalokhuya	0	0
saze	0	0
saqeda	0	0
ukuphuza	1	0
sabe	0	0
sesinikela	0	0
kuye	0	0
uXaba	1	1
lona.	0	1

Unentshebe	1	1
ende	0	1
emahlikihliki	1	1
kanti	0	0
iminyaka	0	0
yakhe	0	0
yobudala	0	0
ibalelwa	0	0
emashumini	1	0
ayisithupha.	0	0

Bagqolozele	1	1
isango	0	0
ngamehlo	1	0
agcwele	0	0
usizi	0	0
nezinyembezi.	1	0

Umpopoli	1	1
wenyama	0	0
kufanele	0	0
athole	1	0
zonke	0	0
izitho	0	0
futhi	0	0
zifane	0	0
nalapho	0	0
zidabuka	1	0
khona.	0	0

Bathi	0	0
uma	0	0
bengena	1	0
nje	0	0
udokotela	0	0
wabahlangabeza	1	0
emnyango	0	0
ekhombisa	0	0
okukhulu	0	1
ukujabula	0	0
uma	0	0
ebabona.	0	0

Lapho	0	0
kungcwatshwa	1	0
amalunga	1	0
ebandla	0	0
uba	0	0
khona	0	0
kodwa	0	0
akalubeki	0	1
lapho	0	0
kuvulwa	1	0
amatshe.	0	0

Vama	0	0
ukugwema	1	0
ukudla	0	1
okunosawoti	1	0
okufana	0	0
nophayi	0	0
namazambane	1	0
agazingiwe.	0	0

Kuyinjongo	0	0
yethu	0	0
njengohulumeni	1	1
ukuthi	0	0
ekugcineni	0	0
sibone	0	0
yonke	0	0
imiphakathi	1	0
yakhelwe	0	0
izindlu.	1	0

Lokhu	0	0
kusho	0	0
ukuthi	0	0
inhloso	0	0
ngayinye	1	1
yentuthuko	0	1
ingahambisana	1	0
namaqhinga	0	0
ambalwa	1	0
okuba	0	0
izuzwe.	0	0

Ukulalela	0	0
inkulumo	1	0
emfushane	0	0
bese	0	0
egcwalisa	0	0
ulwazi	1	0
eshadini	0	0
noma	0	0
afake	0	0
amagama	0	0
emdwebeni.	1	1

Ngichitha	1	0
isikhathi	0	0
esiningi	0	0
nomphakathi	1	0
ngigcine	0	0
sengibona	0	0
lonke	0	1
usizi	0	1
nokuhlupheka	1	0
abakuthwele.	0	0

Umbuso	1	0
awusoze	0	0
waxolelwa	0	0
ekukhokheni	1	1
noma	0	0
yiziphi	0	0
izindleko	0	0
ezikhokhwa	0	0
ngokulandela	0	0
lo	0	0
Mthetho.	1	0

Manje	0	0
bheka	0	0
amaphuzu	1	0
alandelayo	0	0
bese	0	0
wenza	0	0
indingilizi	0	0
ohlamvini	1	0
oluphawulile	0	1
ephepheni	1	0
lemibuzo.	0	0

Hlehla	0	0
uhlalele	0	0
emuva	0	0
esihlalweni	1	0
sakho	0	0
ibanga	0	0
elingangemitha	0	0
elilodwa	1	1
ukusuka	0	0
ekhadini.	1	0

Ngishayela	1	0
itekisi	0	0
kodwa	0	0
ngifuna	0	0
ukuba	0	0
ngumgcini	1	1
mabhuku.	0	0

Cishe	1	1
yonke	0	0
into	0	0
idinga	0	0
ukunakekelwa	1	0
uma	0	0
ufuna	0	0
ihlale	1	0
noma	0	0
iqhube	0	0
isikhathi	0	0
eside.	0	0

Ningahlala	1	0
ehhovisi	0	1
lami	0	1
nixoxe	1	0
uma	0	0
nifuna.	0	0

Ngizokubhalela	0	0
nencwadi	1	0
ezobachazela	0	0
ukuthi	0	0
uyoyikhipha	1	0
edolobheni	0	1
lakini	0	1
eDumbe.	0	0

Zadla	0	0
imihlathi	1	0
izinsizwa	1	1
zaye	0	0
zangena	0	0
nebhokisi	1	0
endlini.	0	0

Ayikho	0	0
inqubo	1	0
ehlukile	0	0
kodwa	0	1
umnyango	0	0
ohlelayo	0	0
kumele	0	0
uzihlinzeke	1	0
ngamasonto	0	0
okungenani	0	0
amahlanu.	1	0

Ngizokukhipha	0	0
esihogweni	1	0
ongeke	0	1
wakwazi	1	0
ukuthi	0	0
uphunyuke	1	0
kuso	0	0
ngaphandle	0	1
kwami.	0	1

Uzokubhalelwa	1	1
waziswe	0	0
ukuthi	0	0
isicelo	1	0
sakho	0	0
sivunyiwe	0	0
kumbe	0	0
sinqatshiwe.	1	0

Wayeshaywa	0	0
nguvalo	1	0
nje	0	0
umama	0	0
uNtulo,	0	0
wayemazi	1	0
kahle	0	0
uZonke	0	0
ukuthi	0	0
alufakwa	0	1
lubuya	0	1
nodaka	1	1
kuyena.	0	0

Uhulumeni	0	0
ngeke	0	0
aluvumele	1	0
nakancane	0	0
nanoma	0	0
yiluphi	0	0
uhlobo	1	0
lodlame	0	0
olubhekiswe	1	0
kwabanye	0	1
abantu!	0	1

Qedani	1	0
idokwe	0	0
lenu	0	1
elinobisi	1	1
bantwana	0	0
sekuyisikhathi	1	0
sokuthi	0	0
niye	0	0
esikoleni.	0	0

Inhloso	1	0
yakho	0	0
ukusiza	0	0
umfundi	0	1
ngamunye	1	0
ekwenzeni	0	0
ngcono	0	0
lokho	0	0
abakuzuzayo	0	0
emiphumeleni	1	0
yesifundo.	0	0

Nginezinsolo	1	0
zokuthi	0	0
umkami	1	1
uyayazi	0	0
imbangela	0	0
yalesi	0	0
sibhobo.	1	0

Ngisho	0	1
ngoba	0	0
esikhundleni	1	0
sokuthi	0	0
asitshele	0	0
umphumela	1	0
wegazi	0	0
lami	0	0
usafuna	0	0
sihlale	0	0
simlinde.	1	0

Ngikhuthaza	1	0
ukuthi	0	0
nethembeke	0	0
kubalingani	1	1
benu	0	0
futhi	0	0
nikhulume	0	0
ngegciwane	1	0
lengculaza.	0	0

Uthi	0	0
pho	0	0
ngeke	1	0
umtshele	1	0
umzala	1	1
wakho	0	1
ukuthi	0	0
ngihlala	0	0
la	0	0
mngani	1	0
wami?	0	0

Uma	0	0
umsebenzi	1	0
ukuvimbela	0	0
ukulandela	0	0
umsebenzi	1	1
womkhumbi	0	1
noma	0	0
induna	1	0
anganikwa	0	0
umyalo	0	0
wokuphoqwa.	0	0

Umuntu	0	0
ocela	1	0
ukuthola	0	0
irekhodi	0	1
elinolwazi	0	0
ngaye	0	1
akudingeki	1	0
ukuthi	0	0
akhokhe	0	0
imali	1	0
yesicelo.	0	0

Umqashi	0	1
angafaka	1	0
imibuzo	0	0
kulowo	0	0
omele	0	0
umqashwa	1	0
noma	0	0
ufakazi	0	0
othulwe	0	0
ngomele	1	0
umqashi.	1	0

Lezi	0	1
zondlo	0	1
zinamagama	1	0
ehlukene	0	0
kanti	0	0
futhi	0	0
zenza	0	0
imisebenzi	1	0
engafani	0	0
emizimbeni	1	0
yethu.	0	0

Masibambisane	0	0
ukuze	0	0
sakhe	0	0
impilo	0	0
engcono	0	0
kubo	0	0
bonke	0	0
abantu	0	0
abahlala	0	0
eNingizimu	1	1
Afrika.	0	1

Sifundile	1	0
ukuthi	0	0
sidinga	0	0
ukuba	0	0
sisuse	0	0
izingqinamba	1	0
eziqondene	0	1
nengqalasizinda.	1	0

Iwaranti	0	1
igunyaza	1	0
ukuseshwa	0	0
komuntu	1	0
othile	0	0
noma	0	0
indawo	0	0
ethile	0	0
kufunwa	0	0
izinto	0	0
ezithile.	0	0

Ikomidi	0	0
lifuna	1	0
ukwazi	0	0
ukuthi	0	0
ucabangani	1	1
kanye	0	0
nobufakazi	0	0
noma	0	0
amaphuzu	0	0
onawo	0	0
axhasa	0	0
umbono	1	0
wakho.	0	0

Ayive	0	0
iwenza	0	0
umehluko	1	0
le	0	1
mali	0	1
engiyithola	1	0
ngala	0	0
matoho	0	0
akho	0	0
mngani.	1	0

Ukuba	0	0
khona	0	0
kodweshu	1	0
endabeni	0	1
yikho	0	0
okwenza	0	0
indaba	0	0
iqhubeke	1	0
ize	0	0
iyofika	0	0
esicongweni.	0	0

UMnyango	0	0
Wezempilo	0	0
unemithetho	1	0
echaza	0	0
indlela	0	0
abasebenzi	0	1
bezempilo	1	1
okufanele	0	0
bahlenge	0	0
ngayo	0	0
iziguli	1	0
zabo.	0	0

Ukuvuvukala	0	0
kwesicubu	0	0
kuya	0	0
ngokuya	0	0
kuqhubeka	1	0
yize	0	0
umuntu	0	0
engasekho	1	0
kuleyo	0	0
ndawo	0	0
enetsheboya.	0	1

Uhambele	0	0
izifundo	1	0
ezimbalwa	0	1
ezimfushane	1	1
zokuphatha	0	0
abasebenzi	0	0
waze	0	0
wathola	0	0
nezitifiketi.	1	0

Yinto	0	0
engabhaliwe	1	0
ukuthi	0	0
yisimo	0	1
esinjani	0	1
esifunwayo	1	0
ukuze	0	0
umuntu	0	0
ahlale	0	0
endaweni	1	0
ngokugcwele.	0	0

Zama	0	0
ukuhlala	1	0
uqonde	0	0
lapho	0	0
udla	0	0
ulokhu	1	0
uphulula	0	0
umphimbo	1	1
wakho	0	1
ukuze	0	0
kugwinyeke	0	0
kalula.	0	0

Ngathi	0	0
lapho	0	0
ngehla	0	0
emotweni	1	0
yami	0	0
ngezwa	0	0
kuthe	0	0
mpu	0	1
umsindo	0	1
ngaphakathi	1	0
endlini.	1	0

Wandiza	0	0
kangaka	0	1
emgwaqeni	1	0
uxoshwa	0	0
yini	0	0
ngemuva?	1	0

Esikhathini	1	0
esiningi	0	0
uzokuzwa	0	0
umuntu	1	1
othile	0	1
esho	0	0
okuthile	0	0
okugqamisa	0	0
umbono	1	0
ekhanda	0	0
lakho.	0	0

Sizohamba	1	0
kuleli	0	1
sonto	0	0
elizayo	1	0
ngoba	0	0
ngifuna	0	0
ukuthi	0	0
uma	0	0
sibuya	0	0
sidlule	1	0
kumfowethu	0	0
eDumbe.	0	0

Abantu	0	0
abayeka	0	0
ukubhema	1	1
eminyakeni	0	0
eyishumi	0	0
eyedlule	1	0
baphile	0	0
kuhle	0	1
komuntu	0	0
ongakaze	0	0
abheme.	1	0

Lomfanekiso	0	0
unomqondo	1	0
osho	0	0
ukuzalwa	0	0
kabusha	0	0
ngokomoya	1	0
kwesizwe	0	1
sethu	0	1
esikhulu	0	1
futhi	0	0
esinobuqhawe.	1	0

Uyobhalelwa	1	1
waziswe	0	0
ukuthi	0	0
isicelo	1	0
sakho	0	0
sivunyiwe	1	0
noma	0	0
sichithiwe.	1	0

Ngiyazethemba	0	1
ukuzwakalisa	1	0
imibono	1	0
yami	0	0
ethimbeni	1	0
lami.	0	0

Sigcizelele	1	1
kakhulu	0	1
ukwedlulela	0	0
kukho	0	0
konke	0	0
ukuhlinzeka	1	0
kwethu	0	0
imisebenzi	1	0
yomphakathi.	0	0

IsiZulu	0	0
noma	0	0
isiNgisi	0	0
kungasetshenziswa	0	0
ngenhloso	0	0
yokuxhumana	1	1
ngezincwadi	0	0
ngaphakathi.	1	0

Ngake	0	0
ngazama	0	0
ukuyikhohlwa	1	0
kancane	0	0
indaba	0	0
yalo	0	0
mfokazi	1	1
nanxa	0	0
yabe	0	0
ingidla	0	0
ngaphakathi.	1	0

Vala	0	0
umlomo	1	0
njalo	0	1
uma	0	0
ukhwehlela	1	0
noma	0	0
uthimula.	1	0

Lo	0	0
mzamo	1	0
ufaka	0	0
phakathi	0	0
ukuthi	0	0
ekugcineni	1	0
iqhaza	0	0
lamakhosi	0	1
ekuletheni	0	0
intuthuko	0	0
lihlonishwe.	1	0

Phela	0	0
bengingeke	1	0
ngikwazi	0	0
ukuwuqeda	0	0
wonke	0	0
lo	0	0
mthungo	0	1
ongaka	0	1
ngingedwa	1	0
ngalesi	0	0
sikhashana.	0	0

Cabanga	0	0
ngokuthi	0	0
ungenzenjani	1	0
uma	0	0
uhlaselwa	1	0
ezindaweni	0	1
ezahlukene	0	1
epulazini	1	0
noma	0	0
eduze	0	0
kwendlu.	0	0

Fakela	0	0
isiqiniseko	0	1
esibhaliwe	1	1
sokuthi	0	0
umuntu	0	0
owenza	1	0
isicelo	0	0
manje	0	0
usehlala	1	0
eNingizimu	0	0
Afrika.	0	0

Omama	0	1
labo	0	1
abahlushwa	1	0
kakhulu	0	0
yisifo	0	0
senhliziyo	1	0
bona	0	0
bakhuthazwa	0	0
ukuthi	0	0
bayivale	1	0
inzalo.	1	0

Sicela	1	0
ukuba	0	0
lowo	0	0
ocelayo	1	1
akhokhe	0	0
inkokhelo	0	0
ebekiwe	1	0
ngaphambi	0	0
kokuba	0	0
kucwaningwe	1	0
isicelo	0	0
sakhe.	0	0

Kuyatuseka	0	1
ukuba	0	0
izimfoloko	1	0
nemimese	1	0
nezipuni	0	0
nezitsha	0	0
ukugeze	0	0
ngamanzi	0	0
anensipho.	1	0

Zongile,	0	1
sukuma	1	0
ke	0	0
siye	0	0
kolungisa	0	0
izinto	1	0
zakho	0	0
ukuze	0	0
nami	0	0
ngingashiywa	1	0
yisikhathi	0	0
somsebenzi.	1	0

Ngenhlahla	1	0
enkulu	0	1
leli	0	0
sango	0	0
libe	0	0
umnyango	1	0
waleli	0	0
hhotela.	1	0

Kodwa	0	0
ngisazodla	1	0
amathambo	0	0
engqondo	1	0
ukuze	0	0
ngibone	0	0
ukuthi	0	0
ngizomthola	1	0
kanjani	0	0
lo	0	1
Bhili.	0	1

UMqondisi	0	1
wesiqephu	1	0
kufanele	0	0
asibikele	0	0
isikole	0	0
ngencwadi	1	0
ukuthi	0	0
siyayithola	0	0
imvume	1	0
noma	0	0
cha.	0	0

Lena	0	0
ekhaya	0	0
kithi	0	0
kusadliwa	0	1
ngoludala	1	1
nabazali	0	0
bami	0	0
basawazisa	1	0
kakhulu	0	0
amasiko	1	0
nemikhuba	0	0
yesiNtu.	0	0

Bangaqinisekisa	1	0
kanjani	0	0
omasipala	1	1
izinsiza	0	0
ezilondekayo	0	0
zentengo	0	0
ephansi.	0	0

Sekuyilo	1	1
futhi	0	1
ihora	0	0
lesihlanu	0	0
athe	0	0
uzofika	1	0
ngalo	0	0
uSithole.	1	0

Ukuhlola	0	0
noma	0	0
ukuhlela	1	0
ukuhlolwa	0	0
kwamajele	0	1
ukuze	0	0
ethule	0	0
umbiko	1	0
ngokuphathwa	0	0
kanye	0	0
nezimo	1	0
emajele.	1	0

Sengiqalile	1	0
ukuthenga	0	0
izimpahla	0	0
zengane	1	1
eyophuma	0	0
izigqokile	1	0
esibhedlela.	1	0

Umkhuhlane	1	1
owejwayelekile	1	1
ungaba	0	0
mubi	0	0
kakhulu	0	0
kanti	0	0
futhi	0	0
abantu	0	0
libabulala	1	0
minyaka	0	0
yonke.	0	0

Wayesezimisele	0	0
ngokuhlukana	1	0
nemikhuba	0	0
yakhe	0	0
ukuze	0	0
acele	0	0
uxolo	1	0
kumkakhe	0	1
babuyisane.	1	0

Ukuyiqonda	0	0
kahle	0	0
imibuzo	1	0
ebuziwe	0	1
naye	0	0
futhi	0	0
eyibuza	0	0
kwabanye	1	0
ngesikhathi	0	0
esifanele.	1	0

uNgqongqoshe	1	1
onesabelo	0	0
angagcwalisa	1	0
lezo	0	0
zikhundla	0	0
ngokushesha	0	0
uma	0	0
kwenzeka.	1	0

Yini	0	0
engenziwa	0	0
ukusiza	1	0
abantu	0	0
abancane	0	0
ukuthi	0	0
baphenduke	0	0
ebugebengwini	1	0
baphile	0	0
impilo	1	0
elungile?	0	1

Futhi	0	0
angesabi	1	0
ukulisho	0	0
ligcwale	0	1
umlomo	1	1
elithi	0	0
ayikho	0	0
efana	0	0
nayo	0	0
lapha	0	0
eGoli.	1	0

Isitatimende	0	0
esifungelwe	1	0
ngumuntu	0	0
ohloniphekile	0	1
emphakathini	0	0
owazi	0	0
umfaki	1	0
sicelo.	0	0

Thina	0	0
esilapha	0	0
kulesi	1	0
sifunda	0	0
sikwazi	0	0
kahle	0	1
kamhlophe	1	0
ukuthi	0	0
kunjani	0	0
ukungabi	0	0
namanzi.	1	0

Inkantolo	0	1
iyogunyaza	0	0
amathimba	1	0
ukuba	0	0
asayine	0	0
isivumelwane	1	0
bese	0	0
umshado	0	0
ubuswa	0	0
yileso	0	0
sivumelwane.	1	0

uNgqongqoshe	1	0
kufanele	0	0
abonisane	1	1
neBhodi	0	0
mayelana	0	0
nemiphumela	1	0
yophenyo.	0	0

Ukubika	0	0
kubazali	1	1
kumele	0	0
kwenziwe	0	0
njalo	0	0
nje	0	0
ukugqugquzela	1	0
ukubamba	0	0
iqhaza	0	0
nokusiza	0	0
kwabo.	0	0

Kwahle	0	0
kwamcacela	1	0
ukuthi	0	0
uyayona	1	0
impela	0	0
uyayiqeda	1	0
le	0	0
ngane	0	0
uMaNgcobo.	0	1

Uma	0	0
ngabe	0	0
zikhiyiwe	1	0
izivalo	0	0
zesisefo	0	0
kufanele	0	0
