TOKEN	L1_PRIM	L1_SEC	L2_PRIM	L2_SEC
kom.	0	0	0	0

Ons	0	0	0	0
wil	0	0	0	0
u	0	0	0	0
baie	0	1	1	0
graag	0	0	0	0
weer	0	0	0	0
herinner	1	0	0	0
aan	0	0	0	0
ons	0	0	0	0
jaareindfunksie.	0	0	0	0

Indien	0	0	0	0
'n	0	0	0	0
vertoner	0	0	0	1
twee	1	0	0	0
perde	0	0	1	0
in	0	0	0	0
dieselfde	0	0	0	0
klas	0	0	0	0
inskryf.	0	0	0	0

Groot	1	0	1	0
besighede	0	0	0	0
ondersteun	0	0	0	1
ook	0	0	0	0
die	0	0	0	0
projek.	0	0	0	0

Maar	0	0	0	0
op	0	0	0	0
'n	0	0	0	0
sekere	1	0	1	0
vlak	0	0	0	1
is	0	0	0	0
dit	0	0	0	0
mos	0	0	0	0
onmoontlik.	0	0	0	0

Die	0	0	0	0
seer	1	0	1	0
in	0	0	0	0
jou	0	0	0	0
oë	0	0	0	0
verdwyn	0	0	0	0
die	0	0	0	0
probleem	0	0	0	0
is	0	0	0	0
opgelos.	0	0	0	0

Die	0	0	0	0
vyfde	0	0	1	0
aanhaling	0	0	0	1
kom	0	0	0	0
uit	0	0	0	0
dié	1	0	0	1
betrokke	0	0	0	0
toespraak.	0	0	0	0

My	0	0	0	0
oë	0	0	0	0
trek	0	0	0	1
skrewe	1	0	1	0
soos	0	0	0	0
'n	0	0	0	0
mislukte	0	0	0	0
face	0	0	0	1
lift.	0	0	0	0

Hy	0	0	0	0
is	0	0	0	0
ongeveer	1	0	1	0
aan	0	0	0	0
die	0	0	0	0
begin	0	0	0	1
van	0	0	0	0
die	0	0	0	0
tweede	0	1	0	0
eeu	0	0	0	1
oorlede.	0	0	0	0

Sien	0	0	1	0
jy	0	0	0	0
daardie	0	0	0	0
ou	0	0	0	0
wat	0	0	0	0
worsbroodjies	1	0	0	0
verkoop?	0	0	0	0

Merk	0	0	1	0
hierdie	0	0	0	0
verse	0	0	0	1
maar	0	0	0	0
duidelik	1	0	0	1
in	0	0	0	0
u	0	0	0	0
eie	0	0	0	0
Bybel.	0	0	0	0

Oorlewing	0	0	0	1
is	0	0	0	0
byna	0	0	1	0
onbeperk	1	0	0	1
onder	0	0	0	0
goeie	0	1	0	0
weidingsbestuur.	0	0	0	0

Sy	0	1	0	1
het	0	0	0	0
vir	0	0	0	0
Jakob	0	0	1	0
'n	0	0	0	0
seun	1	0	0	1
kon	0	0	0	0
gee	0	0	0	0
voor	0	1	0	1
Ragel.	0	0	0	1

As	0	0	0	1
hy	0	0	0	0
enigsins	1	0	1	0
opgeblaas	0	0	0	0
is	0	0	0	0
gooi	0	0	0	0
jy	0	0	0	0
hom	0	0	0	0
weg.	0	0	0	0

Dis	0	0	1	0
hoekom	0	0	0	0
ek	0	0	0	0
nooit	1	0	0	1
meer	0	0	0	0
as	0	0	0	0
een	0	0	0	0
dop	0	0	0	0
drink	0	0	0	0
nie	0	0	0	0
Lucy.	0	0	0	0

Dit	0	0	0	0
was	0	0	0	0
die	0	0	0	0
begin	0	0	0	0
van	0	0	0	0
Voetslaanklub	1	0	0	1
Vyf	0	0	1	0
en	0	0	0	0
Vyftig.	0	0	0	1

Dis	0	0	0	1
nie	0	0	0	0
nodig	0	0	1	0
om	0	0	0	0
moedeloos	1	0	0	0
te	0	0	0	0
word	0	0	0	0
nie.	0	0	0	0

Onthou,	0	0	1	0
alle	1	0	0	0
gewig	0	0	0	0
wat	0	0	0	0
jy	0	0	0	0
verminder	0	1	0	1
bevoordeel	0	1	0	0
uiteindelik	0	0	0	0
jou	0	0	0	0
rug.	0	0	0	0

Onder	0	0	1	0
hulle	0	0	0	0
was	0	0	0	0
die	0	0	0	0
trekke	1	0	0	1
van	0	0	0	0
Hendrik	0	0	0	0
Potgieter	0	0	0	0
en	0	0	0	0
Gerrit	0	0	0	0
Maritz.	0	0	0	0

Bier	0	0	1	0
verskaf	0	0	0	1
volume	1	0	0	0
en	0	0	0	0
glans	0	1	0	1
aan	0	0	0	0
jou	0	0	0	0
hare.	0	0	0	0

Vir	0	0	0	0
elke	1	0	1	0
onderonsie	0	0	0	0
kies	0	0	0	1
jy	0	0	0	0
jou	0	0	0	0
karakters	0	0	0	0
se	0	0	0	0
wapens	0	0	0	1
en	0	0	0	0
towerspreuke.	0	0	0	0

Hulle	0	0	0	1
het	0	0	0	0
mekaar	0	0	0	1
oor	0	0	0	0
die	0	0	0	0
tydperk	1	0	1	0
van	0	0	0	0
publikasie	0	0	0	0
opgevolg.	0	0	0	0

Die	0	0	0	0
preek	0	0	1	0
is	0	0	0	0
basies	0	0	0	1
net	1	0	0	1
so	0	0	0	0
uit	0	0	0	0
die	0	0	0	0
bundel	0	0	0	0
oorgeneem.	0	0	0	0

Wie	0	0	0	1
sal	0	0	0	0
haar	0	0	0	0
trane	1	0	1	0
afvee	0	0	0	0
as	0	0	0	0
sy	0	0	0	0
huil?	0	0	0	0

Hulle	0	0	0	0
kom	0	0	0	1
dit	0	0	0	0
eers	0	0	0	0
agter	1	0	1	0
as	0	0	0	0
hulle	0	0	0	0
bymekaarkom	0	1	0	1
en	0	0	0	0
inligting	0	1	0	0
uitruil.	0	0	0	0

Ek	0	0	0	0
is	0	0	0	0
so	1	0	0	1
verslae	0	0	0	0
dat	0	0	0	0
ek	0	0	0	0
byna	0	1	1	0
aan	0	0	0	0
die	0	0	0	0
lag	0	0	0	1
gaan.	0	0	0	0

Laat	0	0	0	0
skiet	0	0	0	1
die	0	0	0	0
tou	0	0	1	0
en	0	0	0	0
dit	0	0	0	0
sink	0	0	0	1
al	1	0	0	0
hoe	0	0	0	0
dieper.	0	0	0	0

Natuurlik	1	0	1	0
die	0	0	0	0
Jode	0	0	0	0
die	0	0	0	0
nageslag	0	1	0	1
van	0	0	0	0
Juda	0	0	0	1
en	0	0	0	0
Benjamin.	0	0	0	1

Daarmee	1	0	1	0
wou	0	0	0	0
Brink	0	0	0	0
lesers	0	1	0	0
by	0	0	0	0
uitstek	0	0	0	1
oorreed.	0	0	0	0

Jou	0	0	0	0
finansiële	1	0	1	0
raadgewer	0	0	0	1
kan	0	0	0	0
daarmee	0	0	0	0
help.	0	0	0	0

Elkeen	0	0	1	0
van	0	0	0	0
hierdie	0	0	0	0
drie	0	1	0	1
feeste	0	0	0	1
het	0	0	0	0
sy	0	0	0	0
eie	1	0	0	1
unieke	0	0	0	0
betekenis	0	0	0	0
gehad.	0	0	0	0

Toe	0	0	0	0
ek	0	0	0	0
uiteindelik	0	1	1	0
beroep	0	0	0	0
word	0	0	0	0
het	0	0	0	0
ek	0	0	0	0
die	0	0	0	0
houtbalk	1	0	0	1
laat	0	0	0	0
uithaal.	0	0	0	0

Juan	0	0	1	0
het	0	0	0	0
weer	0	0	0	0
'n	0	0	0	0
nuwe	1	0	0	1
oulike	0	0	0	1
dingetjie	0	0	0	1
aan	0	0	0	0
die	0	0	0	0
sy	0	0	0	0
gehad.	0	0	0	0

Ongeskiktheidsdekking	0	0	0	1
uitneem	0	0	1	0
om	0	0	0	0
jou	0	0	0	0
te	0	0	0	0
beskerm	1	0	0	1
indien	0	0	0	0
jy	0	0	0	0
iets	0	0	0	0
sou	0	0	0	0
oorkom.	0	0	0	0

Daar	0	0	1	0
is	0	0	0	0
dus	0	0	0	0
genoeg	1	0	0	1
rede	0	0	0	0
tot	0	0	0	0
wanhoop,	0	1	0	1
maar	0	0	0	0
ook	0	0	0	0
hoop.	0	0	0	0

Die	0	0	0	0
donker	0	0	0	1
blonde	0	0	0	1
hare	0	0	0	1
is	0	0	0	0
klam	1	0	1	0
geplak	0	0	0	0
oor	0	0	0	0
jou	0	0	0	0
voorkop.	0	0	0	0

Die	0	0	0	0
kinders	0	0	1	0
van	0	0	0	0
verskillende	0	0	0	1
ouderdomsgroepe	0	0	0	0
tree	0	0	0	0
jaarliks	1	0	0	1
tydens	0	0	0	0
die	0	0	0	0
kerssangdiens	0	0	0	0
op.	0	0	0	0

Die	0	0	0	0
Sondagskool	0	0	1	0
juffrou	0	0	0	0
bespreek	0	0	0	1
die	0	0	0	0
Tien	1	0	0	1
Gebooie	0	0	0	0
met	0	0	0	0
haar	0	0	0	0
klassie.	0	0	0	0

Hy	0	0	0	0
skuif	1	0	1	0
die	0	0	0	0
donker	0	0	0	0
gordyne	0	0	0	0
voor	0	0	0	0
Elia	0	0	0	0
weg.	0	0	0	0

Kyk	0	0	1	0
na	0	0	0	0
jou	0	0	0	0
liggaam	0	0	0	0
en	0	0	0	0
besluit	1	0	0	1
hoeveel	0	0	0	0
gewig	0	0	0	0
jy	0	0	0	0
wil	0	0	0	0
verloor.	0	0	0	0

Doen	0	0	0	1
nou	1	0	1	0
jou	0	0	0	0
navorsing	0	0	0	0
en	0	0	0	0
krap	0	0	0	0
dieper.	0	0	0	0

Israel	0	1	1	0
se	0	0	0	0
God	0	0	0	0
maak	0	0	0	0
Homself	0	0	0	0
bekend	0	0	0	0
aan	0	0	0	0
die	0	0	0	0
Farao	1	0	0	1
van	0	0	0	0
Egipte.	0	0	0	0

Wat	0	0	0	0
meer	1	0	1	0
is	0	0	0	0
daar	0	0	0	0
is	0	0	0	0
ook	0	0	0	0
'n	0	0	0	0
onmiskenbare	0	0	0	1
orde	0	0	0	0
te	0	0	0	0
bespeur.	0	0	0	0

Steun	0	0	1	0
vanuit	0	0	0	0
onderwysdepartemente	1	0	0	0
moet	0	0	0	0
aangemoedig	0	1	0	0
word.	0	0	0	0

Hierdie	1	0	0	0
webtuiste	0	0	0	1
bevat	0	0	0	0
vooruitskouinge	0	0	1	0
gebaseer	0	0	0	1
op	0	0	0	0
die	0	0	0	0
bestuur	0	1	0	0
se	0	0	0	0
oortuiginge	0	0	0	0

Geen	1	0	1	0
inbreuk	0	0	0	0
mag	0	0	0	0
gemaak	0	0	0	1
word	0	0	0	0
op	0	0	0	0
die	0	0	0	0
hoofkarakter	0	1	0	0
nie	0	0	0	0

Die	0	0	0	0
resultaat	1	0	1	0
was	0	0	0	0
snitte	0	0	0	1
op	0	0	0	0
sy	0	0	0	0
debuutalbum	0	0	0	0
Vreemde	0	0	0	1
Stad	0	0	0	0

Entrepreneurs	0	0	1	0
begin	0	0	0	0
gewoonlik	0	0	0	0
'n	0	0	0	0
onderneming	0	0	0	0
deur	0	0	0	0
dit	0	0	0	0
aanvanklik	0	0	0	0
self	1	0	0	1
te	0	0	0	0
finansier	0	0	0	0

Sy	0	0	0	0
arms	1	0	1	0
behoort	0	0	0	0
nie	0	0	0	0
so	0	0	0	0
swak	0	0	0	0
te	0	0	0	0
wees	0	0	0	0
nie.	0	0	0	0

Opwekking	0	0	1	0
uit	0	0	0	0
die	0	0	0	0
dood	0	0	0	0
is	0	0	0	0
'n	0	0	0	0
gestalte	1	0	0	1
van	0	0	0	0
die	0	0	0	0
koninkryk	0	0	0	0

Hoe	1	0	0	0
antwoord	0	0	1	0
Paulus	0	0	0	1
op	0	0	0	0
die	0	0	0	0
aanklagte	0	0	0	1
teen	0	0	0	0
hom?	0	0	0	0

Normale	0	0	1	0
Aftree	0	0	0	0
ouderdom	0	0	0	1
beteken	0	0	0	0
die	0	0	0	0
ouderdom	1	0	0	1
van	0	0	0	0
jaar.	0	0	0	0

Hy	0	0	0	0
het	0	0	0	0
homself	0	0	0	0
baie	1	0	1	0
vinnig	0	0	0	1
daarmee	0	0	0	0
uit	0	0	0	0
die	0	0	0	0
voete	0	1	0	0
gemaak.	0	0	0	0

Draai	0	0	0	1
die	0	0	0	0
boutjie	0	0	0	1
wat	0	0	0	0
bo	1	0	1	0
op	0	0	0	1
die	0	0	0	0
filter	0	0	0	0
is	0	0	0	0
los.	0	0	0	0

In	0	0	1	0
die	0	0	0	0
kas	0	0	0	0
in	0	0	0	0
omsluit	1	0	0	1
deur	0	0	0	0
geure	0	0	0	0
so	0	0	0	0
onvanpas.	0	0	0	0

Vandat	0	0	1	0
ons	0	0	0	0
opstaan	1	0	0	0
totdat	0	0	0	1
ons	0	0	0	0
gaan	0	0	0	0
slaap	0	0	0	1
neem	0	0	0	0
ons	0	0	0	0
besluite.	0	0	0	0

Hier	1	0	0	1
kan	0	0	0	0
jy	0	0	0	0
uiting	0	0	1	0
aan	0	0	0	0
jou	0	0	0	0
verbeelding	0	0	0	0
gee	0	0	0	0

Vakansies,	0	0	1	0
veral	0	0	0	0
Kersfees	1	0	0	1
by	0	0	0	0
my	0	0	0	0
ouma	0	0	0	1
en	0	0	0	0
oupa	0	0	0	1
in	0	0	0	0
die	0	0	0	0
Kaap.	0	0	0	0

En	0	0	0	0
die	0	0	0	0
navorsing	0	0	1	0
begin	0	0	0	1
in	0	0	0	0
die	0	0	0	0
kakofoniese	1	0	0	0
nagklub:	0	0	0	0
Florida.	0	0	0	0

Die	0	0	0	0
leerling	0	0	1	0
moet	0	0	0	0
'n	0	0	0	0
negatiewe	1	0	0	0
beeld	0	0	0	0
ontwikkel	0	0	0	0
ten	0	0	0	0
opsigte	0	0	0	0
van	0	0	0	0
dwelmmiddels.	0	0	0	0

Julle	0	0	0	1
moet	0	0	0	0
almal	0	0	1	0
lekker	1	0	0	0
verjaar.	0	0	0	0

Dis	0	0	0	0
gesinsvermaak	1	0	0	1
uit	0	0	0	0
die	0	0	0	0
boonste	0	1	1	0
rakke.	0	0	0	0

Dalk	0	0	1	0
wil	0	0	0	0
jy	0	0	0	0
'n	0	0	0	0
joernaal	1	0	0	1
skryf	0	0	0	0
en	0	0	0	0
daaroor	0	0	0	1
reflekteer?	0	0	0	0

Die	0	0	0	1
wat	0	0	0	0
al	0	0	0	0
die	0	0	0	0
pad	1	0	1	0
wou	0	0	0	0
reis	0	0	0	0
is	0	0	0	0
subtiel	0	1	0	0
herlei.	0	0	0	0

Die	0	0	0	0
woord	1	0	1	0
getrou	0	0	0	1
gee	0	0	0	0
aan	0	0	0	0
heel	0	1	0	1
die	0	0	0	0
verhouding	0	0	0	0
iets	0	0	0	0
lewendigs.	0	0	0	0

Verskeie	1	0	1	0
perspektiewe	0	0	0	1
het	0	0	0	0
verskillende	0	1	0	1
benoemings	0	0	0	0
tot	0	0	0	0
gevolg	0	0	0	0
gehad.	0	0	0	0

En	0	0	0	0
in	1	0	1	0
dit	0	0	0	0
alles	0	0	0	1
tree	0	0	0	0
Hy	0	0	0	1
op	0	0	0	0
as	0	0	0	0
'n	0	0	0	0
genadige	0	0	0	0
Redder.	0	0	0	0

By	0	0	1	0
die	0	0	0	0
huis	0	0	0	1
het	0	0	0	0
ek	0	0	0	0
hom	0	0	0	0
getoets	1	0	0	1
en	0	0	0	0
was	0	0	0	0
teleurgesteld.	0	0	0	0

Selfs	0	0	1	0
met	0	0	0	0
'n	0	0	0	0
kierie	1	0	0	1
of	0	0	0	0
krukke	0	0	0	1
kan	0	0	0	0
ek	0	0	0	0
nie	0	0	0	0
loop	0	0	0	0
nie.	0	0	0	0

Hy	0	0	0	1
gee	0	0	0	0
een	0	0	1	0
harde	1	0	0	1
laaste	0	0	0	1
steek	0	0	0	0
en	0	0	0	0
dan	0	0	0	0
word	0	0	0	0
alles	0	0	0	0
stil.	0	0	0	0

Eenvoudig	0	0	1	0
om	0	0	0	0
oud	0	0	0	1
te	0	0	0	0
word	0	0	0	0
kan	0	0	0	0
baie	1	0	0	1
gevaarlik	0	0	0	0
wees.	0	0	0	0

Terug	0	0	1	0
op	0	0	0	0
die	0	0	0	0
bus	0	0	0	0
raak	0	0	0	0
dit	0	0	0	0
gou	1	0	0	0
rustig,	0	0	0	0
meeste	0	0	0	0
rus.	0	0	0	0

Hy	0	0	0	1
was	0	0	0	0
die	0	0	0	0
eerste	1	0	1	0
keiser	0	0	0	1
wat	0	0	0	0
'n	0	0	0	0
Christen	0	1	0	1
geword	0	0	0	0
het.	0	0	0	0

Kyk	0	0	1	0
na	0	0	0	0
al	0	0	0	0
die	0	0	0	0
sterre	1	0	0	1
wat	0	0	0	0
op	0	0	0	0
jou	0	0	0	0
geplak	0	0	0	0
is.	0	0	0	0

En	0	0	0	0
wat	0	0	1	0
van	0	0	0	0
die	0	0	0	0
ander	1	0	0	1
funksies	0	0	0	0
van	0	0	0	0
die	0	0	0	0
universiteit?	0	0	0	0

Besproeiing	0	0	1	0
moet	0	0	0	0
reg	0	0	0	0
toegedien	1	0	0	1
word	0	0	0	0
en	0	0	0	0
lande	0	0	0	1
moet	0	0	0	0
nie	0	0	0	0
versuip	0	0	0	0
nie	0	0	0	0

Op	0	0	0	1
ouderdom	1	0	1	0
het	0	0	0	0
ek	0	0	0	0
afgetree	0	0	0	1
en	0	0	0	0
my	0	0	0	0
eie	0	0	0	0
onderneming	0	0	0	0
begin	0	0	0	0

Net	0	0	0	1
so	0	0	0	0
is	0	0	0	0
elke	1	0	1	0
Afrikaner	0	0	0	0
vandag	0	0	0	0
'n	0	0	0	0
buitestaander	0	0	0	0

Jare	1	0	1	0
later	0	0	0	0
hoor	0	0	0	0
ek	0	0	0	0
dat	0	0	0	0
sy	0	0	0	1
nou	0	0	0	0
op	0	0	0	0
Mosselbaai	0	0	0	0
skoolhou.	0	0	0	0

Ai,	0	0	1	0
hoe	0	0	0	0
lekker	1	0	0	1
om	0	0	0	0
my	0	0	0	0
moedertaal	0	0	0	0
te	0	0	0	0
lees.	0	0	0	0

Die	0	0	0	0
effek	1	0	1	0
is	0	0	0	0
dus	0	0	0	0
glad	0	0	0	1
nie	0	0	0	0
wat	0	0	0	0
hy	0	0	0	0
wou	0	0	0	0
hê	0	0	0	0
nie	0	0	0	0

Die	0	0	0	0
tegniese	1	0	1	0
span	0	0	0	0
is	0	0	0	0
verantwoordelik	0	0	0	0
vir	0	0	0	0
die	0	0	0	0
klank	0	0	0	0
en	0	0	0	0
beligting.	0	0	0	0

Kom	0	0	0	0
gebruik	0	0	0	1
u	0	0	0	0
gawe	0	0	1	0
van	0	0	0	0
gasvryheid	1	0	0	1
om	0	0	0	0
mede	0	0	0	0
gelowiges	0	0	0	0
te	0	0	0	0
bedien	0	0	0	0

Toe	1	0	1	0
het	0	0	0	0
sy	0	0	0	0
die	0	0	0	0
profete	0	1	0	1
geroep	0	0	0	0
om	0	0	0	0
die	0	0	0	0
volk	0	1	0	0
te	0	0	0	0
waarsku	0	0	0	0

Los	1	0	1	0
liefs	0	0	0	1
maar	0	0	0	0
die	0	0	0	0
kamera	0	0	0	1
by	0	0	0	0
die	0	0	0	0
huis	0	0	0	0

Iets	0	0	1	0
klop	0	0	0	0
nie	0	0	0	0
met	0	0	0	0
hierdie	1	0	0	1
beeld	0	0	0	0
en	0	0	0	0
hierdie	0	1	0	1
styl	0	0	0	0
nie	0	0	0	0

Sodat	0	0	0	1
my	0	0	0	0
binneste	0	0	0	0
behaaglik	0	0	1	0
pienk	1	0	0	1
blou	0	0	0	0
sug	0	0	0	0

Alle	0	0	1	0
luislange	0	0	0	0
wurg	1	0	0	1
hul	0	0	0	0
prooi	0	0	0	0
deur	0	0	0	0
eers	0	1	0	1
daaraan	0	0	0	0
te	0	0	0	0
byt	0	0	0	0

Vermenigvuldigingsomme	0	0	1	0
gee	0	0	0	0
haar	0	0	0	0
hoofpyn	1	0	0	1
en	0	0	0	0
sy	0	0	0	0
verstaan	0	1	0	0
nie	0	0	0	0
deelsomme	0	0	0	0
nie	0	0	0	0

Toe	0	0	1	0
dit	0	0	0	0
donker	1	0	0	1
word	0	0	0	0
kry	0	0	0	0
Oupa	0	0	0	1
die	0	0	0	0
eerste	0	1	0	0
pluk	0	0	0	0

Waar	1	0	1	0
word	0	0	0	0
die	0	0	0	0
meeste	0	0	0	0
van	0	0	0	0
my	0	0	0	0
verkeerde	0	1	0	0
besluite	0	0	0	0
geneem?	0	0	0	0

Hier	0	0	1	0
en	0	0	0	0
daar	0	0	0	1
steek	0	0	0	0
'n	0	0	0	0
heuwelreeks	1	0	0	0
uit.	0	0	0	0

En	0	0	0	0
hy	0	0	1	0
het	0	0	0	0
Die	0	0	0	0
Selfmoord	1	0	0	1
Van	0	0	0	0
Sy	0	0	0	0
Eie	0	0	0	1
Party	0	0	0	1
gepleeg	0	0	0	0

Alles	0	1	1	0
vorm	0	0	0	0
'n	0	0	0	0
eenheid	1	0	0	0
met	0	0	0	0
die	0	0	0	0
eenvoud	0	1	0	1
van	0	0	0	0
die	0	0	0	0
omgewing.	0	0	0	0

Die	0	0	0	0
agtergeblewene	1	0	1	0
wuif	0	0	0	0
hulle	0	0	0	0
met	0	0	0	0
'n	0	0	0	0
soen	0	1	0	1
agterna.	0	0	0	0

Jy	0	0	0	0
kan	0	0	0	0
jouself	0	0	0	1
nooit	1	0	1	0
weer	0	0	0	0
daarvan	0	0	0	0
losmaak	0	0	0	0
nie.	0	0	0	0

Die	0	0	0	0
aarde	0	1	1	0
is	0	0	0	0
een	0	0	0	0
van	0	0	0	0
die	0	0	0	0
klein	1	0	0	1
planeetjies	0	0	0	0

Daar	0	0	0	1
is	0	0	0	0
'n	0	0	0	0
maklike	1	0	1	0
manier	0	0	0	1
om	0	0	0	0
hierdie	0	1	0	0
probleem	0	0	0	0
te	0	0	0	0
omseil.	0	0	0	0

Nee	0	1	1	0
mense,	0	0	0	0
die	0	0	0	0
Grafsteensangers	0	0	0	1
was	0	0	0	0
nie	1	0	0	1
die	0	0	0	0
Kruis	0	0	0	0
se	0	0	0	0
roudiens	0	0	0	0
kontingent	0	0	0	0
nie	0	0	0	0

Haar	0	0	0	0
seun	0	0	0	1
gaan	0	0	0	0
aanstaande	1	0	1	0
jaar	0	0	0	0
na	0	0	0	0
een	0	0	0	0
van	0	0	0	0
die	0	0	0	0
Engelse	0	0	0	0
seunskole	0	0	0	0

Jy	0	0	0	0
koop	0	0	0	1
jou	0	0	0	0
eerste	1	0	1	0
lewensversekeringspolise	0	0	0	1
met	0	0	0	0
'n	0	0	0	0
dekking	0	0	0	1
vir	0	0	0	0
begrafniskoste	0	0	0	0

Die	0	0	0	0
lewe	0	0	1	0
is	0	0	0	0
dodelik	1	0	0	1
sekuur	0	0	0	0
in	0	0	0	0
sy	0	0	0	0
absurditeit	0	0	0	0

Bring	0	0	1	0
u	0	0	0	0
kind	0	0	0	1
vir	0	0	0	0
'n	0	0	0	0
opvoedkundige	0	0	0	0
week	0	0	0	0
vol	1	0	0	0
pret	0	0	0	0
en	0	0	0	0
plesier	0	0	0	0

En	0	0	0	0
geloof	0	0	1	0
jou	0	0	0	0
omhelsing	0	0	0	1
van	0	0	0	0
Christus	1	0	0	0
is	0	0	0	0
'n	0	0	0	0
bepalende	0	1	0	0
faktor	0	0	0	0

Hoe	1	0	1	0
omskryf	0	0	0	0
Paulus	0	0	0	1
die	0	0	0	0
taak	0	1	0	1
van	0	0	0	0
die	0	0	0	0
man	0	0	0	1
in	0	0	0	0
die	0	0	0	0
huwelik?	0	0	0	0

Hy	0	0	0	0
is	0	0	0	0
eergisteraand	1	0	1	0
en	0	0	0	0
gisteroggend	0	1	0	1
deur	0	0	0	0
die	0	0	0	0
polisie	0	0	0	1
in	0	0	0	0
Zimbabwe	0	0	0	0
ondervra	0	0	0	0

Enige	1	0	1	0
ander	0	0	0	1
inligting	0	0	0	1
waaroor	0	0	0	0
u	0	0	0	0
mag	0	1	0	0
beskik	0	0	0	0
kan	0	0	0	0
u	0	0	0	0
ook	0	0	0	0
invoeg	0	0	0	0

Jy	0	0	1	0
is	0	0	0	0
die	0	0	0	0
koning,	1	0	0	0
antwoord	0	0	0	1
Bobbejaan	0	0	0	0
haastig	0	0	0	0

Sy	0	0	1	0
is	0	0	0	0
'n	0	0	0	0
goedige	0	0	0	1
ouerige	0	0	0	1
vroutjie	0	0	0	1
met	0	0	0	0
'n	0	0	0	0
warm	1	0	0	0
glimlag.	0	0	0	0

Hoe	1	0	1	0
beleef	0	0	0	1
u	0	0	0	0
vandag	0	0	0	1
u	0	0	0	0
ware	0	1	0	0
geluk?	0	0	0	0

Byna	0	0	0	0
al	1	0	1	0
hierdie	0	0	0	0
selfone	0	0	0	0
maak	0	0	0	1
van	0	0	0	0
vooruitbetaalde	0	1	0	0
lugtyd	0	0	0	0
gebruik	0	0	0	0

Dankie	0	0	0	0
dat	0	0	0	0
Ma	0	0	1	0
al	1	0	0	1
die	0	0	0	0
sterre	0	0	0	0
vir	0	0	0	0
my	0	0	0	0
toewens	0	0	0	0

Gangbaar,	0	0	0	0
maar	0	0	0	0
nie	0	0	0	0
uitdaging	1	0	1	0
waarna	0	0	0	0
ernstige	0	0	0	1
spelers	0	0	0	0
soek	0	0	0	0
nie	0	0	0	0

Ook	0	0	0	1
moes	0	0	0	0
die	0	0	0	0
snuiters	1	0	0	1
en	0	0	0	0
bakkies	0	0	1	0
van	0	0	0	0
suiwer	0	1	0	1
goud	0	0	0	0
gemaak	0	0	0	0
wees	0	0	0	0

En	0	0	0	0
wat	0	0	0	1
doen	1	0	1	0
hierdie	0	0	0	0
mens	0	0	0	1
wanneer	0	0	0	0
lyding	0	0	0	0
ervaar	0	0	0	0
word?	0	0	0	0

Bruin	0	1	1	0
mense	0	0	0	0
is	0	0	0	0
glo	0	0	0	0
ook	1	0	0	1
nie	0	0	0	0
entoesiasties	0	0	0	0
oor	0	0	0	0
die	0	0	0	0
taaldebat	0	1	0	0
nie	0	0	0	0

Vandag	0	0	1	0
weet	0	1	0	0
ek	0	0	0	1
dat	0	0	0	0
dit	0	0	0	0
'n	0	0	0	0
volkome	1	0	0	1
leuen	0	0	0	0
is.	0	0	0	0

Hierdie	1	0	1	0
webtuiste	0	0	0	1
is	0	0	0	0
daarop	0	0	0	0
gerig	0	0	0	1
om	0	0	0	0
die	0	0	0	0
huisomgewing	0	0	0	0
veiliger	0	0	0	0
te	0	0	0	0
maak	0	0	0	0

Gebruik	0	0	0	1
tuinwerk	1	0	1	0
as	0	0	0	0
jou	0	0	0	0
gimnasium.	0	0	0	0

Die	0	0	0	0
Afrikaanse	1	0	1	0
vertaling	0	0	0	1
is	0	0	0	0
gedoen	0	0	0	0
deur	0	0	0	0
die	0	0	0	0
kinderboekskrywer	0	1	0	1
Janie	0	0	0	1
Oosthuysen	0	0	0	0

Dit	0	0	0	0
is	0	0	0	0
daarna	0	0	1	0
sagteware	1	0	0	0
gemanipuleer	0	0	0	0
om	0	0	0	0
verskillende	0	1	0	1
weergawes	0	0	0	0
te	0	0	0	0
skep	0	0	0	0

Waar	1	0	1	0
het	0	0	0	0
Krisjan	0	0	0	0
die	0	0	0	0
dagboek	0	0	0	1
ter	0	0	0	0
insae	0	1	0	0
gekry?	0	0	0	0

Beplan	1	0	1	0
wetenskaplik	0	0	0	0
en	0	0	0	0
begroot	0	0	0	1
konserwatief	0	1	0	0
en	0	0	0	0
deeglik	0	0	0	0

Ek	0	0	0	0
kan	0	0	1	0
dus	0	0	0	0
nou	0	0	0	0
ook	0	0	0	0
u	1	0	0	1
aandag	0	0	0	0
daarop	0	0	0	0
vestig	0	0	0	0

Ek	0	0	0	1
was	0	0	0	0
besig	0	0	0	0
om	0	0	0	0
die	0	0	0	0
deur	1	0	1	0
te	0	0	0	0
probeer	0	0	0	0
oopmaak.	0	0	0	0

Stuur	0	0	1	0
u	0	0	0	0
bydrae	0	0	0	0
vandag	1	0	0	1
nog	0	0	0	0
na	0	0	0	0
u	0	0	0	0
naaste	0	0	0	0
Bybelhuis	0	0	0	0

Afrikaans	0	0	0	1
moet	0	0	0	0
'n	0	0	0	0
puik	1	0	1	0
relevante	0	0	0	0
en	0	0	0	0
aantreklike	0	1	0	1
opvoedings	0	0	0	0
